,bin,name,first_author,author_corresponding,counts,work_citedby
1449,1,Digital Image Correlation Techniques,0,0,1,7
1450,1,Digital Mental Health Interventions and Efficacy,1,1,1,2
1451,1,Digital Sovereignty in Transition Economies,1,1,1,0
1452,1,Dignity Therapy in Palliative Care,1,0,1,50
1453,1,Dimensional Metrology and Error Compensation,1,1,1,0
1454,1,Dioxygen Activation at Metalloenzyme Active Sites,1,1,2,36
1455,1,Disaster Response and Public Health Preparedness,1,1,5,85
1456,1,Diseases Related to Blood Group Variants,7,0,20,641
1457,1,Distributed Fault Tolerance and Consistency in Systems,0,0,2,6
1458,1,Distributed Grid Computing Systems,7,6,17,35
1459,1,Diversity and Applications of Cyperus Species,0,0,1,24
1460,1,Doctoral Education and Career Development,1,0,1,4
1461,1,Drug Metabolism and Pharmacogenomics,4,1,9,155
1462,1,Dual-Energy Computed Tomography,1,1,6,16
1463,1,Dynamics and Control of Magnetic Levitation Systems,1,1,1,0
1464,1,Dynamics and Pathogenesis of Cholera Bacteria,2,1,8,574
1465,1,Dynamics and Transitions in Glassy Materials,3,3,14,761
1466,1,Dynamics of Livestock Disease Transmission and Control,1,1,1,2
1467,1,Dynamics of Ocean Surface Waves and Wind Interaction,1,1,1,0
1468,1,Dynamics of Synchronization in Complex Networks,0,1,3,12
1469,1,Eating Disorders and Body Image Concerns,0,0,3,35
1470,1,Ebola Virus Research and Outbreaks,3,0,9,360
1471,1,Ecology and Conservation of Marine Mammals,5,3,8,592
1472,1,Ecology and Evolution of Viruses in Ecosystems,2,2,3,265
1473,1,Economic Analysis of Law and Legal Systems,7,4,8,174
1474,1,Economic Analysis of Retail and Marketing Strategies,6,4,14,291
1475,1,Economic Burden of Cancer Treatment,3,2,6,25
1476,1,Economic Development and Inequality in Europe and Asia,1,1,2,1
1477,1,Economic Implications of Climate Change Policies,3,1,3,133
1478,1,Economic Policy and Public Finance Research,1,1,1,0
1479,1,Economic Reforms in India Since 1991,1,0,1,2
1480,1,Economics and Impact of Film Industry,1,1,1,0
1481,1,Economics of Health Care Systems and Policies,28,18,43,1105
1482,1,Economics of Military Expenditure and Growth,4,2,6,0
1483,1,Economics of Pharmaceutical Research and Development,1,1,2,4
1484,1,Economics of Professional Sports and Prediction Markets,1,1,1,7
1485,1,Econophysics: Complexity in Financial Markets,2,0,2,38
1486,1,Ectoparasitic Diseases in Humans and Animals,0,0,2,22
1487,1,Effective Strategies for Writing Instruction in Education,2,0,2,420
1488,1,Effectiveness of Intelligent Tutoring Systems,0,0,2,6
1489,1,Effects of Bariatric Surgery on Obesity and Diabetes,0,1,1,9
1490,1,Effects of Beta-Adrenergic Agonists in Livestock,1,0,1,4
1491,1,Effects of Blood Transfusion in Clinical Practice,3,1,3,19
1492,1,Effects of Brain Stimulation on Motor Cortex,8,5,16,831
1493,1,Effects of Childhood Trauma and Adversity,2,2,7,2110
1494,1,Effects of Dietary Sodium on Health,0,0,1,36
1495,1,Effects of Hormones on Menopausal Women's Health,2,1,4,119
1496,1,Effects of Ketogenic Diet on Health,6,3,19,2066
1497,1,Effects of Medication on Pregnancy Outcomes,1,1,2,47
1498,1,Effects of Noise Pollution on Health and Well-being,0,0,2,20
1499,1,Effects of Physical Activity on Health Outcomes,0,0,2,190
1500,1,Effects of Prenatal Alcohol Exposure on Offspring,4,1,11,485
1501,1,Effects of Residential Segregation on Communities and Individuals,1,0,1,0
1502,1,Effects of Stress on Brain Function and Health,20,12,74,12061
1503,1,Effects of Working Memory Training on Cognitive Abilities,4,3,5,130
1504,1,Efficacy and Resistance in CML Treatment,1,5,12,865
1505,1,Efficacy and Safety of Antiretroviral Therapy for HIV,13,7,48,2135
1506,1,Efficacy and Safety of Electroconvulsive Therapy,1,1,1,18
1507,1,Electric Discharge Pumped Lasers,0,0,12,95
1508,1,Electrocatalysis for Energy Conversion,1,0,1,8
1509,1,Electrochemical Detection of Heavy Metal Ions,0,0,1,20
1510,1,Electron Spin Resonance in Biomolecular Studies,0,0,2,80
1511,1,Electrostatic Discharge Protection in Integrated Circuits,0,0,1,0
1512,1,Elicitor Signal Transduction for Metabolite Production,0,0,2,30
1513,1,Embodied Cognition and Social Interaction,0,0,3,417
1514,1,Emergency Department Crowding,3,2,7,363
1515,1,Emerging Zoonotic Diseases and One Health Approach,2,2,2,169
1516,1,Eminent Domain and Property Rights,1,1,1,0
1517,1,Emotion Regulation and Psychopathology in Children and Adolescents,5,2,22,1747
1518,1,Emotional Labor in Workplace Environments,1,0,2,16
1519,1,Empathy Decline and Training in Medical Education,4,2,7,75
1520,1,Empirical Analysis of Political Behavior and Institutions,17,6,19,2222
1521,1,Empowerment and Collaboration in Community Health,4,1,8,426
1522,1,Endocannabinoid System and Its Effects on Health,3,1,7,414
1523,1,Endocrine Disruption by Chemical Exposure,2,2,9,3973
1524,1,Endoplasmic Reticulum Stress and Unfolded Protein Response,0,2,7,1625
1525,1,Endoscopic Skull Base Surgery Techniques,1,1,3,113
1526,1,Energy Supply and Security Issues for Developed Economies,1,1,1,2
1527,1,Engineering Bacteria for Cancer Treatment,1,1,11,546
1528,1,English-Medium Instruction in Higher Education,1,1,1,0
1529,1,Enhancing Digital Literacy through Education,1,1,1,0
1530,1,Enhancing Science Education through Inquiry and Argumentation,0,0,1,962
1531,1,Enhancing Workplace Safety Culture and Practices,0,0,2,4
1532,1,Environmental Justice and Inequality in Urban Development,1,1,1,0
1533,1,Enzyme Immobilization Techniques,0,0,1,47
1534,1,Epidemiology and Causes of Preterm Birth,0,0,4,158
1535,1,Epidemiology and Impact of Traumatic Brain Injury,2,1,13,605
1536,1,Epidemiology and Implications of Multimorbidity in Healthcare,1,2,6,62
1537,1,Epidemiology and Interventions for Substance Use Disorders,2,2,8,655
1538,1,Epidemiology and Management of Bipolar Disorder,2,0,6,236
1539,1,Epidemiology and Management of Congenital Heart Disease,11,6,45,3780
1540,1,Epidemiology and Management of Cytomegalovirus Infection,11,3,52,1739
1541,1,Epidemiology and Management of Fungal Infections,0,0,3,163
1542,1,Epidemiology and Management of Fungal Skin Infections,2,2,8,159
1543,1,Epidemiology and Management of NAFLD,5,1,8,633
1544,1,Epidemiology and Management of Neonatal Sepsis,0,0,5,499
1545,1,Epidemiology and Management of Neuroendocrine Tumors,1,0,4,6
1546,1,Epidemiology and Management of Ocular Infections,0,0,1,31
1547,1,Epidemiology and Management of Ocular Trauma Injuries,0,0,1,1
1548,1,Epidemiology and Management of Restless Legs Syndrome,2,1,15,3754
1549,1,Epidemiology and Management of Sepsis and Septic Shock,13,10,26,1185
1550,1,Epidemiology and Management of Sexual Dysfunction,0,0,4,73
1551,1,Epidemiology and Management of Skin Cancer,1,0,6,31
1552,1,Epidemiology and Management of Stroke,4,2,14,925
1553,1,Epidemiology and Molecular Characterization of Parasitic Diseases,0,1,2,74
1554,1,Epidemiology and Pathobiology of Monkeypox Virus Infection,1,0,7,468
1555,1,Epidemiology and Pathogenesis of Bacterial Meningitis,12,7,33,2275
1556,1,Epidemiology and Pathogenesis of Pneumocystis Pneumonia,3,1,13,221
1557,1,Epidemiology and Pathogenesis of Respiratory Viral Infections,3,1,16,915
1558,1,Epidemiology and Prevention of Cardiovascular Diseases in Russia,0,0,1,0
1559,1,Epidemiology and Treatment of Bone Fractures,1,1,1,1
1560,1,Epidemiology and Treatment of Chagas Disease,1,1,8,475
1561,1,Epidemiology and Treatment of Childhood Leukemia,1,0,12,369
1562,1,Epidemiology and Treatment of Head and Neck Cancer,14,5,32,3347
1563,1,Epidemiology and Treatment of Meningiomas,0,0,2,24
1564,1,Epidemiology and Treatment of Urinary Tract Infections,0,0,1,91
1565,1,Epidemiology of Multiple Primary Cancers,0,0,1,93
1566,1,Epidemiology of Sports-Related Musculoskeletal Injuries,0,0,1,0
1567,1,"Epidemiology, Classification, and Clinical Features of Inflammatory Myopathies",1,1,1,1
1568,1,Epigenetic Modifications and Their Functional Implications,3,2,26,4920
1569,1,Epilepsy and Seizures,1,0,12,579
1570,1,Equality and Non-Discrimination Law in Europe,1,1,1,11
1571,1,Ergonomics and Human Factors in Technology Use,0,0,1,178
1572,1,Errors and Communication in Radiology Imaging,2,1,2,28
1573,1,Esophageal Intervention Techniques,1,1,3,8
1574,1,Estimation of Forest Biomass and Carbon Stocks,1,1,1,0
1575,1,Ethical Considerations in Medical Research Participation,5,2,12,429
1576,1,Ethical Considerations in Pediatric Medical Decision-Making,4,3,4,32
1577,1,Ethical Theories and Moral Philosophy,2,2,2,8
1578,1,Ethical and Medical Aspects of Organ Donation,5,3,8,343
1579,1,Ethiopia-Eritrea Relations and Society,1,1,1,0
1580,1,Etiology and Management of Abdominal Wall Defects,1,1,3,43
1581,1,Eurasian Economic Integration and Geopolitics,0,0,1,0
1582,1,European Integration and Governance Dynamics,1,1,3,419
1583,1,European-Australian Political and Cultural Relations,1,1,1,0
1584,1,Eutrophication and Harmful Algal Blooms,0,0,1,63
1585,1,Evolution and Diversity of Cnidarians and Jellyfish Blooms,0,0,1,16
1586,1,Evolution and Impact of E-Government Initiatives,1,0,2,0
1587,1,Evolution and Impact of Scholarly Publishing Practices,1,1,1,3
1588,1,Evolution and Impacts of Event Tourism,1,1,1,56
1589,1,Evolution and Usage of Anatomical Nomenclature,1,1,1,0
1590,1,Evolution of Child Health Services in Europe,1,1,1,1
1591,1,Evolution of Cooperation and Altruism in Social Systems,4,3,5,2246
1592,1,Evolution of East Asian Developmental States,3,0,3,14
1593,1,Evolution of Legal Systems and Governance,1,1,1,7
1594,1,Evolution of Service-Dominant Logic in Marketing Science,1,0,2,63
1595,1,Evolution of Social Behavior in Primates,9,4,26,3753
1596,1,Evolutionary Dynamics of Genetic Adaptation and Mutation,4,3,10,1190
1597,1,Evolutionary Ecology of Animal Behavior and Traits,7,3,9,326
1598,1,Evolutionary History and Diversity of Dinosaurs,1,1,2,186
1599,1,Evolutionary Psychology of Human Behavior and Attraction,5,4,10,922
1600,1,Excited-State Proton Transfer Mechanisms and Applications,0,0,4,96
1601,1,Exercise Physiology and Cardiovascular Health,1,1,2,94
1602,1,Existence and Dynamics of Monetary Equilibrium Models,1,1,4,11
1603,1,Expanding Access to Radiotherapy Globally,1,0,2,2
1604,1,Experimental Design and Optimization Methods,1,0,1,48
1605,1,Expert Finding in Online Communities,0,0,8,1069
1606,1,Exploration of Music's Sociocultural Impact,0,0,2,192
1607,1,Fabric Defect Detection in Industrial Applications,1,1,1,4
1608,1,Facial Fillers and Rejuvenation Techniques,2,2,3,166
1609,1,Factors Affecting Student Engagement in Education,0,0,1,14
1610,1,Factors Affecting Vaccine Hesitancy and Acceptance,6,2,15,354
1611,1,Factors Influencing IT-Business Alignment and Governance,2,1,4,10
1612,1,Factors Influencing Patient Satisfaction with Healthcare,1,0,2,126
1613,1,Factors and Risks in Restraint-Related Deaths,0,0,2,5
1614,1,Family Structure and Fertility Patterns,0,0,2,150
1615,1,Family-Centered Care in Intensive Care Units,2,3,3,75
1616,1,Fascism and Totalitarianism in Europe and Italy,1,1,1,0
1617,1,Fertility Preservation in Cancer Patients,0,0,1,49
1618,1,Fibroblast Growth Factor Signaling Pathway,2,4,8,560
1619,1,Financial Reporting and Earnings Management,9,7,16,1187
1620,1,Financing of Health Care Systems and Universal Coverage,2,0,3,20
1621,1,Firearm Violence and Public Health,0,0,1,1
1622,1,Fluid Dynamics and Engineering Applications,0,0,1,10
1623,1,Fluid Resuscitation in Trauma and Critical Care,3,2,4,55
1624,1,Fluorescence Microscopy Techniques,1,1,3,191
1625,1,Focused Ultrasound Technology and Applications,0,2,2,117
1626,1,Food Tourism and Gastronomy Research,1,1,1,7
1627,1,Foreign Aid and Development Policies,1,1,1,0
1628,1,Forensic Toxicology Methods and Analysis,1,1,3,58
1629,1,Formation and Evolution of the Solar System,1,1,1,0
1630,1,Formation and Influence of Transnational Capitalist Class,2,0,2,0
1631,1,Foundations of Geometric Mathematics,1,1,1,0
1632,1,Franchising in Organizational Strategy and Performance,0,0,1,1
1633,1,Freeform Optics Design and Fabrication,4,4,4,85
1634,1,Fuzzy Logic and Residuated Lattices,2,1,2,1
1635,1,G-Quadruplex DNA Structures and Functions,0,1,6,148
1636,1,Gait Analysis and Fall Prevention in Elderly,2,0,8,764
1637,1,Gas Sensing Technology and Materials,1,0,1,748
1638,1,Gastrointestinal Viral Infections and Vaccines Development,5,4,15,3660
1639,1,Gender Bias in Academic Medicine and Science,0,0,4,237
1640,1,Gender Bias in Biomedical Research,8,5,12,245
1641,1,Gender Diversity and Leadership in Organizations,0,0,1,6
1642,1,Gender Imbalance in East and South Asia,1,0,1,45
1643,1,Gender Inequality and Labor Force Dynamics,6,0,8,26
1644,1,Gender Representation in Political Science Research,2,2,4,183
1645,1,Gene Therapy Techniques and Applications,7,4,34,889
1646,1,Gene Therapy for Spinal Muscular Atrophy,2,1,10,1345
1647,1,Generational Studies in Education and Culture,0,0,1,0
1648,1,Genetic Adaptation of Lactase Persistence in Humans,1,0,3,99
1649,1,Genetic Architecture of Quantitative Traits,0,0,3,135
1650,1,Genetic Basis of Neuropathies and Related Disorders,1,1,1,2
1651,1,Genetic Basis of Neutropenia Disorders,1,0,11,20
1652,1,Genetic Basis of Primary Immunodeficiency Disorders,3,1,4,14
1653,1,Genetic Research on BRCA Mutations and Cancer Risk,0,0,6,187
1654,1,Genetic and Clinical Aspects of Hemoglobin Disorders,4,1,39,1597
1655,1,Genetic and Clinical Studies of Ocular Development,0,0,2,0
1656,1,Genetic and Environmental Influences on Cleft Lip and Palate,2,1,3,126
1657,1,Genetic and Molecular Studies of Connective Tissue Disorders,0,1,2,70
1658,1,Genetic and Pathogenic Study of Plague Bacteria,1,1,1,17
1659,1,Genetic and Physiological Adaptations to High-Altitude Environments,0,0,3,0
1660,1,Genetics and Development of Craniofacial Abnormalities,1,1,1,0
1661,1,Genetics and Epidemiology of Plant Pathogens,1,1,1,0
1662,1,Genetics and Pathogenesis of Type 1 Diabetes,5,2,19,1432
1663,1,Genetics and Treatment of Inflammatory Bowel Disease,2,0,9,567
1664,1,Genome Evolution and Polyploidy in Plants,0,0,2,249
1665,1,Genomic Aberrations and Treatment of Chronic Lymphocytic Leukemia,3,0,20,440
1666,1,Genomic Expression and Function in Yeast Organism,6,4,6,117
1667,1,Genomic Imprinting and Parental Gene Expression Control,0,0,1,17
1668,1,Genomic Rearrangement Disorders in Skin Diseases,1,0,1,0
1669,1,Genomic Rearrangements and Copy Number Variations,1,0,6,3502
1670,1,Genomic Rearrangements in Evolutionary Biology,0,0,1,14
1671,1,Genomic Selection in Plant and Animal Breeding,1,1,1,0
1672,1,Genomic Signal Processing and Analysis Techniques,1,0,1,8
1673,1,Genomic Studies and Association Analyses,7,3,13,1264
1674,1,Genotoxicity and Carcinogenesis Mechanisms,0,0,2,76
1675,1,Geometric Function Theory and Complex Analysis,1,1,1,9
1676,1,Geometry and Stability of Kähler Metrics,1,0,1,8
1677,1,Gliomas,7,3,28,14374
1678,1,Global Amphibian Declines and Extinctions,0,0,1,1322
1679,1,Global Bankruptcy Law and Financial Distress,1,1,2,14
1680,1,Global Burden of Antimicrobial Resistance,1,1,2,60
1681,1,Global Burden of Child Injury Prevention,1,0,1,124
1682,1,Global Burden of Chronic Pain,0,1,1,31
1683,1,Global Burden of Foodborne Pathogens,0,0,1,66
1684,1,Global Burden of Group A Streptococcal Diseases,1,0,6,177
1685,1,Global Burden of Leishmaniasis Incidence and Treatment,1,1,5,77
1686,1,Global Cancer Incidence and Mortality Patterns,3,1,12,1184
1687,1,Global Challenge of Antibiotic Resistance in Bacteria,2,1,8,2187
1688,1,Global Epidemiology of HIV and Drug Use,8,6,21,507
1689,1,Global Health Biotechnology and Innovation,1,1,1,0
1690,1,Global Impact of Arboviral Diseases,3,0,13,727
1691,1,Global Impact of Helminth Infections and Control Strategies,0,0,1,19
1692,1,Global Impact of Sex Work and Trafficking,1,2,10,182
1693,1,Global Maternal and Child Health Outcomes,9,3,22,686
1694,1,Global Prevalence and Treatment of Glaucoma,7,4,23,1834
1695,1,Global Surgery and Health Development,1,0,1,26
1696,1,Global Talent Management and Strategic HR Practices,2,2,2,0
1697,1,Global Trends in Colorectal Cancer Research,2,0,8,213
1698,1,Global Trends in Infertility and Reproductive Technologies,2,2,2,0
1699,1,Global Trends in Obesity and Overweight Research,0,2,12,222
1700,1,Glycogen Metabolism and Myoclonic Disorders,1,1,1,1
1701,1,Glycosylation in Health and Disease,3,0,17,2555
1702,1,Gold Catalysis in Organic Synthesis,0,0,1,10
1703,1,Governance and Legal Development in South Africa,0,0,1,1
1704,1,Governance of Global Value Chains and Production Networks,2,0,2,0
1705,1,Granular Cell Tumor: Clinical and Pathological Characteristics,0,0,3,20
1706,1,Graph Theory and Algorithms,3,0,6,83
1707,1,"Graphene: Properties, Synthesis, and Applications",0,0,1,82
1708,1,Guillain-Barré Syndrome and Related Neuropathies,5,6,8,118
1709,1,Gynecologic Oncology,0,0,2,39
1710,1,HER2 Signaling in Breast Cancer Treatment,2,2,8,400
1711,1,Hackathons in Biomedical Engineering Education,0,0,3,2
1712,1,Harmful Algal Blooms and Marine Toxins,2,0,3,27
1713,1,Health Consequences of Female Genital Mutilation/Cutting,2,0,2,85
1714,1,Health Economics and Quality of Life Assessment,9,4,21,1592
1715,1,Health Effects of Air Pollution,7,11,34,1462
1716,1,Health Effects of Precarious Employment and Unemployment,1,0,2,45
1717,1,Health Effects of Soy Isoflavones and Phytoestrogens,0,0,2,185
1718,1,Health Effects of Tea Polyphenols,0,0,4,404
1719,1,Health Risks and Diseases in Travelers,4,1,8,1066
1720,1,Health Risks of Medical Imaging Radiation Exposure,2,3,11,371
1721,1,Hedgehog Signaling in Development and Cancer,1,0,3,754
1722,1,Helicobacter pylori Infection and Gastric Cancer,3,1,3,35
1723,1,Hematopoietic Stem Cell Biology,12,7,94,1468
1724,1,Heme Oxygenase and Carbon Monoxide Research,1,0,3,80
1725,1,Hemoglobin Function and Regulation in Vertebrates,0,0,1,10
1726,1,Hemophagocytic Lymphohistiocytosis and Related Disorders,1,0,4,1198
1727,1,Heparin-Induced Thrombocytopenia and Thrombosis,0,1,5,236
1728,1,Hepatitis B Infection and Treatment,2,2,14,315
1729,1,Hepatitis C Infection and Treatment,5,6,17,1466
1730,1,Hepatitis E Infection and Treatment,0,0,1,15
1731,1,Hepatocellular Carcinoma,1,0,3,85
1732,1,Herbal Medicine Use and Safety Monitoring,1,0,3,200
1733,1,Hernia Repair Techniques and Materials,1,1,7,245
1734,1,"Herpesviruses: Epidemiology, Pathogenesis, and Management",2,3,14,929
1735,1,Heterocyclic Compounds for Drug Discovery,1,0,4,0
1736,1,Hip Arthroplasty Techniques and Materials,0,0,2,4
1737,1,Hirschsprung Disease and Enteric Nervous System Development,1,1,10,524
1738,1,Historical Evolution of Neurological Studies and Discoveries,3,2,3,36
1739,1,Historical and Theoretical Study of Music,2,2,2,108
1740,1,History and Development of Neurosurgery as a Medical Field,2,1,3,4
1741,1,History and Development of Psychological Science,1,0,1,0
1742,1,History and Future of Food Irradiation,0,0,1,2
1743,1,History and Impact of Eugenics Movement,0,0,1,0
1744,1,History of International Humanitarianism and Human Rights,4,4,4,3
1745,1,Homogeneous Catalysis with Transition Metals,0,0,1,4
1746,1,Human Immunodeficiency Virus/Acquired Immunodeficiency Syndrome,17,17,134,11836
1747,1,Human Interaction with Automation Systems,0,0,1,2
1748,1,Human Papillomavirus and Cervical Cancer Epidemiology,1,1,10,378
1749,1,Human Rights and Development in Global Governance,2,1,2,2
1750,1,Human T-cell Leukemia Virus Type 1 Infection,2,2,2,0
1751,1,Hybrid Warfare and International Relations,1,1,1,0
1752,1,Hydrodynamics of Active Matter,2,2,2,0
1753,1,Hydrogels in Biomedical Applications and Tissue Engineering,0,0,1,316
1754,1,Hydrologic Data Management and Analysis,1,0,1,0
1755,1,Hydrological Effects and Water Resource Management in China,2,0,2,0
1756,1,Hypereosinophilic Syndrome and Related Disorders,1,0,6,182
1757,1,Hyperglycemic Chorea and Basal Ganglia Lesions,3,1,4,26
1758,1,Hypersexual Disorder and Pornography Consumption,0,0,1,3
1759,1,Idiopathic Pulmonary Fibrosis: Diagnosis and Management,5,0,11,1533
1760,1,Image Denoising Techniques and Algorithms,1,0,2,16
1761,1,Image Segmentation Techniques,0,0,8,88
1762,1,Immigrant Entrepreneurship in Advanced Economies,1,1,1,6
1763,1,Immunobiology of Dendritic Cells,17,5,64,2503
1764,1,Immunological Mechanisms in Atherosclerosis Development,1,1,3,102
1765,1,Immunological Mechanisms in Pregnancy and Fetal-Maternal Interface,0,0,7,519
1766,1,Immunotoxin Therapy for Cancer Treatment,1,0,1,0
1767,1,Impact and Dynamics of Mentoring Relationships,1,0,1,134
1768,1,Impact and Practices of Competitive Intelligence,1,1,3,0
1769,1,Impact of Aquaculture on Marine Ecosystems and Food Supply,1,1,1,39
1770,1,Impact of Assisted Reproductive Technology on Perinatal Outcomes,0,0,1,23
1771,1,Impact of Big Data Analytics on Business Performance,2,1,2,18
1772,1,Impact of Bilateral Investment Treaties on FDI,1,1,1,0
1773,1,Impact of Burnout on Healthcare Professionals and Students,0,0,2,97
1774,1,Impact of COVID-19 on Dental Practice,1,1,1,0
1775,1,Impact of Child Care on Infectious Diseases,1,1,2,2
1776,1,Impact of Child Labor Interventions,1,1,4,346
1777,1,Impact of Chronic Stress on Cancer Progression,0,2,3,3
1778,1,Impact of Climate Change on Human Health,1,0,2,147
1779,1,Impact of Food Insecurity on Health Outcomes,3,2,5,640
1780,1,Impact of Fructose on Metabolic Health,2,0,3,748
1781,1,Impact of Genetically Modified Crops in Agriculture,1,1,1,0
1782,1,Impact of Gestational Diabetes Mellitus on Pregnancy,0,0,1,358
1783,1,Impact of HIV Infection on Cardiovascular Health,6,4,11,205
1784,1,Impact of Health Information Technology in Healthcare,2,1,3,79
1785,1,Impact of Health Literacy on Health Outcomes,5,1,19,1520
1786,1,Impact of Healthcare Accreditation on Quality Improvement,1,1,1,25
1787,1,Impact of Healthcare Workforce on Public Health,1,0,1,75
1788,1,Impact of Hearing Loss on Cognitive Function,1,1,2,154
1789,1,Impact of Homelessness on Health and Well-being,4,2,7,202
1790,1,Impact of Hospital Handoffs on Patient Care,3,2,4,140
1791,1,Impact of Hyperglycemia on Health Outcomes,9,2,24,2891
1792,1,Impact of Infrastructure and Taxation on Economic Growth,2,3,8,266
1793,1,Impact of International Trade on Productivity and Growth,15,4,17,319
1794,1,Impact of Legal Education on Society and Professionals,4,4,4,2
1795,1,Impact of Mass Incarceration on Society and Individuals,0,0,4,193
1796,1,Impact of Maternal Mental Health on Offspring,7,1,21,1448
1797,1,Impact of Media on Children's Development,0,0,1,0
1798,1,Impact of Medical Malpractice on Healthcare System,2,1,7,157
1799,1,Impact of Mental Illness on Family Caregivers,0,0,2,0
1800,1,Impact of Oil Price Shocks on Economy,0,0,1,251
1801,1,Impact of Parental Illness on Children and Families,1,0,1,145
1802,1,Impact of Persistent Organic Pollutants on Environment and Health,2,0,8,393
1803,1,Impact of Pesticides Use in Agriculture,1,3,13,1471
1804,1,Impact of Pharmaceutical Industry Sponsorship on Research,0,0,2,19
1805,1,Impact of Political Connections on Business Strategies,1,1,2,84
1806,1,Impact of Private International Law on European Union,1,1,2,1
1807,1,Impact of Religion and Spirituality on Health Outcomes,5,4,13,405
1808,1,Impact of Service-Learning in Higher Education,3,0,3,68
1809,1,Impact of Social Factors on Health Outcomes,1,1,10,958
1810,1,Impact of Social Media on Consumer Behavior,1,1,1,18
1811,1,Impact of Social Media on Healthcare Communication,1,1,1,3
1812,1,Impact of Social Media on Well-being and Behavior,0,0,1,77
1813,1,Impact of Social Structure on Crime and Delinquency,2,1,6,319
1814,1,Impact of Spinal Deformity on Health and Function,0,0,1,0
1815,1,Impact of Stigma on Mental Health Care,7,2,8,940
1816,1,Impact of Trauma Care Systems on Mortality,3,3,5,79
1817,1,Impacts of Climate Change on Marine Fisheries,1,1,1,36
1818,1,Impacts of Crayfish Invasions on Freshwater Ecosystems,1,0,1,49
1819,1,Impacts of Food Prices on Consumption and Poverty,1,1,1,7
1820,1,Importance of Cognitive Errors in Diagnosis and Strategies,1,1,1,4
1821,1,Importance of Financial Literacy and Retirement Planning,1,1,2,21
1822,1,Importance of Marine Spatial Planning in Ecosystem Management,3,2,4,1075
1823,1,Improving Patient Adherence to Medication Regimens,2,1,8,1224
1824,1,Improving Patient Safety in Healthcare Settings,3,0,5,64
1825,1,Indigenous Health Disparities and Decolonization,1,1,1,2
1826,1,Indoor Air Pollution in Developing Countries,1,1,1,0
1827,1,Induction and Differentiation of Pluripotent Stem Cells,1,0,11,142
1828,1,Industrial Symbiosis and Eco-Industrial Parks,1,1,1,0
1829,1,Infection Control in Healthcare Settings,1,0,2,81
1830,1,Inflammation and Obesity-Related Metabolic Disorders,2,1,15,986
1831,1,Influence of Corporations on Public Health Policy,1,1,2,472
1832,1,Influence of Magnetic Fields on Biological Systems,0,0,2,8
1833,1,Influenza Virus Research and Epidemiology,6,3,52,7992
1834,1,Information Overload in Knowledge Management and Work Performance,1,1,1,23
1835,1,Information Retrieval Techniques and Evaluation,1,0,2,194
1836,1,Information Security Policy Compliance and Awareness,0,0,1,18
1837,1,Information Systems Outsourcing and Offshoring,4,4,7,208
1838,1,Information Visualization and Visual Data Mining,1,1,3,8
1839,1,Innate Immune Recognition and Signaling Pathways,3,5,35,3709
1840,1,Innate Immunity to Viral Infection,1,0,3,0
1841,1,Innate Lymphoid Cells in Immunity,0,0,1,71
1842,1,Innovation in Management Practices and Strategies,1,1,1,0
1843,1,Innovations in Chemistry Education and Laboratory Techniques,2,2,4,21
1844,1,Innovations in Transdermal Drug Delivery Systems,0,0,4,231
1845,1,Innovative Methods in Physics Education,0,0,2,4
1846,1,Insect Symbiosis and Microbial Interactions,2,2,2,0
1847,1,Institutional Theory and Organizational Change,1,1,2,9
1848,1,Institutionalization and Evolution of Social Sciences in Latin America,0,0,1,0
1849,1,Institutions and Economic Growth: Empirical Investigations and Theories,1,1,5,482
1850,1,Insulin-like Growth Factors in Health and Disease,1,0,4,85
1851,1,Integration of Palliative Care in End-of-Life,4,1,8,75
1852,1,Integrin Signaling in Inflammation and Cancer,2,0,15,489
1853,1,Intellectual Capital and Business Performance,0,0,2,152
1854,1,Intelligence Studies and Analysis in Modern Context,0,0,3,0
1855,1,Inter-Rater Reliability in Scientific Studies,2,1,3,87
1856,1,Interactions of Legionella and Amoebae in Disease,1,1,1,0
1857,1,Interdependence in Science and Society,1,0,1,15
1858,1,Interdisciplinary Research and Collaboration,2,2,2,0
1859,1,Interdisciplinary Studies of the Renaissance Period,1,1,1,0
1860,1,Intergenerational Family Relationships and Support,3,2,5,237
1861,1,Intergovernmental Relations in Multinational Federations,1,1,1,3
1862,1,International Business Strategy in Emerging Economies,0,0,1,286
1863,1,International Criminal Law and Human Rights Obligations,1,1,2,26
1864,1,International Finance and Capital Flows,0,0,1,31
1865,1,Interoception and Somatic Symptoms,0,1,3,216
1866,1,Interprofessional Collaboration in Healthcare Teams,2,2,2,2
1867,1,Intersectionality in LGBTQ+ Mental Health,0,0,1,40
1868,1,Intersections of Freedom of Speech and Civil Rights,1,0,1,2
1869,1,Intestinal Malrotation and Obstruction Disorders,1,0,3,0
1870,1,Intimate Partner Violence and Health Consequences,7,4,31,1893
1871,1,Intraoperative Neurophysiological Monitoring in Surgery,2,3,6,583
1872,1,Intussusception and Meckel's Diverticulum,1,1,3,8
1873,1,Invasion Biology of Fruit Flies,1,0,1,1
1874,1,Inverse Problems in Mathematical Physics and Imaging,1,1,1,2
1875,1,Invertebrate Immunity and Host Defense Mechanisms,2,1,7,964
1876,1,Investment Strategies of Sovereign Wealth Funds,1,1,1,6
